Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
389	congnoissant	CONNAÎTRE	CONNAÎTRE	PAGa		VM/DS																											CONNAÎTRE																											
390	ceste	CE	CE	Dd		VM/DS											CE												CESTE																															
391	douce	DOUX	DOUX	Aq		VM/DS					DOUX																		DOUCE																															
392	rebelle	REBELLE	REBELLE	Nc		VM/DS																							REBELLE																						REBELLER									
393	0	0	0	Fw		VM/DS																					0																																	
394	Se	LE	LE	Pp		VM/DS																															LE																							
395	monstre	MONTRER	MONTRER	Vvc		VM/DS																							MONSTRE																						MONTRER									
396	à	À	À	S		VM/DS																																				À																		
397	moy	LE	LE	Pp		VM/DS																															LE																							
398	si	SI	SI	R		VM/DS								SI																											SI																			
399	cruellement	CRUELLEMENT	CRUELLEMENT	R		VM/DS																																			CRUELLEMENT																			
400	belle	BEAU	BEAU	Aq		VM/DS					BEAU																																																	
401	0	0	0	Fw		VM/DS																					0																																	
402	Que	QUE	QUE	Cs		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
403	rien	RIEN	RIEN	Pi		VM/DS																							RIEN							RIEN																								
404	ne	NE	NE	R		VM/DS																																			NE																			
405	vault	VALOIR	VALOIR	Vvn		VM/DS																							VOLT																							VALOIR								
406	prier	PRIER	PRIER	Vvn		VM/DS																																														PRIER								
407	0	0	0	Fw		VM/DS																					0																																	
408	plaindre	PLAINDRE	PLAINDRE	Vvn		VM/DS																																														PLAINDRE								
409	0	0	0	Fw		VM/DS																					0																																	
410	plorer	PLEURER	PLEURER	Vvn		VM/DS																							PLEURER																							PLEURER								
411	0	0	0	Fw		VM/DS																					0																																	
412	Crier	CRIER	CRIER	Vvn		VM/DS																																														CRIER								
413	mercy	MERCI	MERCI	Nc		VM/DS																							MERCI																															
414	0	0	0	Fw		VM/DS																					0																																	
415	à	À	À	S		VM/DS																																				À																		
416	genoux	GENOU	GENOU	Nc		VM/DS																							GENOU																															
417	l'	LE	LE	Pp		VM/DS										LE																					LE																							
418	adorer	ADORER	ADORER	Vvn		VM/DS																																														ADORER								
419	:	:	:	Fw		VM/DS																					:																																	
420	Ne	NI	NI	Cc		VM/DS							NI																												NE																			
421	par	PAR	PAR	S		VM/DS																																				PAR																		
422	presens	PRÉSENT	PRÉSENT	Nc		VM/DS					PRÉSENT																		PRÉSENT																															
423	0	0	0	Fw		VM/DS																					0																																	
424	ne	NE	NE	Cc		VM/DS							NE																												NE																			
425	par	PAR	PAR	S		VM/DS																																				PAR																		
426	pleurs	PLEUR	PLEUR	Nc		VM/DS																							PLEUR																															
427	0	0	0	Fw		VM/DS																					0																																	
428	qu'	QUE	QUE	Pr		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
429	ay	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
430	sceu	SAVOIR	SAVOIR	PAGe		VM/DS																												SAVOIR																										
431	rendre	RENDRE	RENDRE	Vvn		VM/DS																																														RENDRE								
432	0	0	0	Fw		VM/DS																					0																																	
433	Onc	ONC	ONC	R		VM/DS																																			ONC																			
434	n'	NE	NE	R		VM/DS																																			NE																			
435	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
436	voulu	VOULOIR	VOULOIR	PAGe		VM/DS																												VOULOIR																										
437	(	(	(	Fw		VM/DS																			(		(																																	
438	ô	Ô	Ô	I		VM/DS																						Ô																																
439	Dieux	DIEU	DIEU	Nc		VM/DS																							DIEU																															
440	piteux	PITEUX	PITEUX	Aq		VM/DS					PITEUX																																																	
441	)	)	)	Fw		VM/DS																			)		)																																	
442	entendre	ENTENDRE	ENTENDRE	Vvn		VM/DS																																														ENTENDRE								
443	A	À	À	S		VM/DS																																				À																		
444	me	LE	LE	Pp		VM/DS																															LE																							
445	donner	DONNER	DONNER	Vvn		VM/DS																																														DONNER								
446	tant	TANT	TANT	R		VM/DS																																			TANT																			
447	soit	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE		SAVOIR									
448	peu	PEU	PEU	R		VM/DS																																			PEU																			
449	d'	DE	DE	S		VM/DS												DE	UN	DU																						DE																		
450	esperance	ESPÉRANCE	ESPÉRANCE	Nc		VM/DS																							ESPÉRANCE																															
451	D'	DE	DE	S		VM/DS												DE	UN	DU																						DE																		
452	avoir	AVOIR	AVOIR	Vun		VM/DS																																										AVOIR	AVOIR	AVOIR										
453	un	UN	UN	Di		VM/DS												UN	UN																																									
454	jour	JOUR	JOUR	Nc		VM/DS																							JOUR																															
455	de	DE	DE	S		VM/DS													UN	DU																						DE																		
456	mes	SON	SON	Ds		VM/DS																SON																																						
457	maux	MAL	MAL	Nc		VM/DS																							MAL																															
458	allegeance	ALLÉGEANCE	ALLÉGEANCE	Nc		VM/DS																							ALLÉGEANCE																															
459	:	:	:	Fw		VM/DS																					:																																	
460	Parquoy	PARQUOI	PARQUOI	R		VM/DS																																			PARQUOI										PARQUER									
461	ma	SON	SON	Ds		VM/DS																SON																																						
462	vie	VIE	VIE	Nc		VM/DS																							VIE																															
463	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
464	de	DE	DE	S		VM/DS													UN	DU																						DE																		
465	moy	LE	LE	Pp		VM/DS																															LE																							
466	tant	TANT	TANT	R		VM/DS																																			TANT																			
467	haye	HAIE	HAIE	Nc		VM/DS																							HAIE																															
468	.	.	.	Fs		VM/DS																				.																																		
469	O	Ô	Ô	I		VM/DS																						Ô																																
470	vous	IL	IL	Pp		VM/DS																															IL																							
471	heureux	HEUREUX	HEUREUX	Nc		VM/DS					HEUREUX																		HEUREUX																															
472	0	0	0	Fw		VM/DS																					0																																	
473	Pastoureaux	PASTOUREAU	PASTOUREAU	Nc		VM/DS																							PASTOUREAU																															
474	d'	DE	DE	S		VM/DS													UN	DU																						DE																		
475	Achaye	ACHAYE	ACHAYE	Nc		VM/DS																							ACHAYE					ESSAYER/ÉGAYER																	ASSEOIR/ESSAYER/ASSAILLIR/ÉGAYER									
476	0	0	0	Fw		VM/DS																					0																																	
477	Qui	QUI	QUI	Pr		VM/DS																																QUI		QUI																				
478	en	EN	EN	S		VM/DS																															EN					EN													EN					
479	Argire	ARGIRE	ARGIRE	Np		VM/DS																							ARCHÈRE/ARCHER/ARCHIÈRE	ARGIRE																														
480	avez	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
481	celle	CE	CE	Dd		VM/DS											CE																		CELUI																									
482	fontaine	FONTAINE	FONTAINE	Nc		VM/DS																							FONTAINE																															
483	Contre	CONTRE	CONTRE	S		VM/DS																							CONTRE													CONTRE																		
484	l'	LE	LE	Da		VM/DS										LE																					LE																							
485	amour	AMOUR	AMOUR	Nc		VM/DS																							AMOUR																															
486	0	0	0	Fw		VM/DS																					0																																	
487	&	ET	ET	Cc		VM/DS							ET																																															
488	son	SON	SON	Ds		VM/DS																SON																																						
489	feu	FEU	FEU	Nc		VM/DS																							FEU																															
490	souveraine	SOUVERAIN	SOUVERAIN	Aq		VM/DS					SOUVERAIN																																																	
491	Sur	SUR	SUR	S		VM/DS					SUR/SÛR																														SÛR	SUR																		
492	le	LE	LE	Da		VM/DS										LE																					LE																							
493	rivage	RIVAGE	RIVAGE	Nc		VM/DS																							RIVAGE																															
494	au	A+LE	A+LE	S+Da		VM/DS																																				À+LE		A+LE																
495	fluant	FLUER	FLUER	PAGa		VM/DS																											FLUER																											
496	Selemnon	SELEMNON	SELEMNON	Np		VM/DS																								SELEMNON																														
497	0	0	0	Fw		VM/DS																					0																																	
498	Fontaine	FONTAINE	FONTAINE	Nc		VM/DS																							FONTAINE																															
499	0	0	0	Fw		VM/DS																					0																																	
500	au	A+LE	A+LE	S+Da		VM/DS																																				À+LE		A+LE																
501	vray	VRAI	VRAI	Nc		VM/DS																							VRAI																															
502	0	0	0	Fw		VM/DS																					0																																	
503	de	DE	DE	S		VM/DS													UN	DU																						DE																		
