	Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
359	360	:	:	:	PONfbl		VM/DS																					:																																	
360	361	Qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
361	362	tellement	TELLEMENT	TELLEMENT	R		VM/DS																																			TELLEMENT																			
362	363	nous	LE	LE	PROper		VM/DS																															LE																							
363	364	0	0	0	PONfbl		VM/DS																					0																																	
364	365	ses	SON	SON	DETpos		VM/DS																SON																																						
365	366	amans	AMANT	AMANT	NOMcom		VM/DS																							AMANT																															
366	367	0	0	0	PONfbl		VM/DS																					0																																	
367	368	aveugle	AVEUGLER	AVEUGLER	Vvc		VM/DS					AVEUGLE																		AVEUGLE																						AVEUGLER									
368	369	0	0	0	PONfbl		VM/DS																					0																																	
369	370	Que	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
370	371	par	PAR	PAR	S		VM/DS																																				PAR																		
371	372	rigueur	RIGUEUR	RIGUEUR	NOMcom		VM/DS																							RIGUEUR																															
372	373	0	0	0	PONfbl		VM/DS																					0																																	
373	374	qu'	QUE	QUE	PROrel		VM/DS								QUE																						QUE		QUE			QUE																			
374	375	on	IL	IL	PROper		VM/DS																															IL																							
375	376	nous	LE	LE	PROper		VM/DS																															LE																							
376	377	tient	TENIR	TENIR	Vvc		VM/DS																																													TENIR									
377	378	0	0	0	PONfbl		VM/DS																					0																																	
378	379	nous	LE	LE	PROper		VM/DS																															LE																							
379	380	attire	ATTIRER	ATTIRER	Vvc		VM/DS																																													ATTIRER									
380	381	Trop	TROP	TROP	R		VM/DS																																			TROP																			
381	382	voulenteux	VOLENTEUX	VOLENTEUX	Aq		VM/DS					VOLENTEUX																																																	
382	383	à	À	À	S		VM/DS																																				À																		
383	384	tout	TOUT	TOUT	DETind		VM/DS			TOUT									TOUT																		TOUT						TOUT																		
384	385	aspre	ÂPRE	ÂPRE	Aq		VM/DS					ÂPRE																																																	
385	386	martyre	MARTYRE	MARTYRE	NOMcom		VM/DS																							MARTYRE																															
386	387	.	.	.	PONfrt		VM/DS																				.																																		
387	388	Quoy	QUOI	QUOI	PROrel		VM/DS																																QUOI		QUOI																				
388	389	congnoissant	CONNAÎTRE	CONNAÎTRE	PAGa		VM/DS																											CONNAÎTRE																											
389	390	ceste	CE	CE	DETdem		VM/DS											CE												CESTE																															
390	391	douce	DOUX	DOUX	Aq		VM/DS					DOUX																		DOUCE																															
391	392	rebelle	REBELLE	REBELLE	NOMcom		VM/DS																							REBELLE																						REBELLER									
392	393	0	0	0	PONfbl		VM/DS																					0																																	
393	394	Se	LE	LE	PROper		VM/DS																															LE																							
394	395	monstre	MONTRER	MONTRER	Vvc		VM/DS																							MONSTRE																						MONTRER									
395	396	à	À	À	S		VM/DS																																				À																		
396	397	moy	LE	LE	PROper		VM/DS																															LE																							
397	398	si	SI	SI	R		VM/DS								SI																											SI																			
398	399	cruellement	CRUELLEMENT	CRUELLEMENT	R		VM/DS																																			CRUELLEMENT																			
399	400	belle	BEAU	BEAU	Aq		VM/DS					BEAU																																																	
400	401	0	0	0	PONfbl		VM/DS																					0																																	
401	402	Que	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
402	403	rien	RIEN	RIEN	PROind		VM/DS																							RIEN							RIEN																								
403	404	ne	NE	NE	R		VM/DS																																			NE																			
404	405	vault	VALOIR	VALOIR	Vvn		VM/DS																							VOLT																							VALOIR								
405	406	prier	PRIER	PRIER	Vvn		VM/DS																																														PRIER								
406	407	0	0	0	PONfbl		VM/DS																					0																																	
407	408	plaindre	PLAINDRE	PLAINDRE	Vvn		VM/DS																																														PLAINDRE								
408	409	0	0	0	PONfbl		VM/DS																					0																																	
409	410	plorer	PLEURER	PLEURER	Vvn		VM/DS																							PLEURER																							PLEURER								
410	411	0	0	0	PONfbl		VM/DS																					0																																	
411	412	Crier	CRIER	CRIER	Vvn		VM/DS																																														CRIER								
412	413	mercy	MERCI	MERCI	NOMcom		VM/DS																							MERCI																															
413	414	0	0	0	PONfbl		VM/DS																					0																																	
414	415	à	À	À	S		VM/DS																																				À																		
415	416	genoux	GENOU	GENOU	NOMcom		VM/DS																							GENOU																															
416	417	l'	LE	LE	PROper		VM/DS										LE																					LE																							
417	418	adorer	ADORER	ADORER	Vvn		VM/DS																																														ADORER								
418	419	:	:	:	PONfbl		VM/DS																					:																																	
419	420	Ne	NI	NI	CONcoo		VM/DS							NI																												NE																			
420	421	par	PAR	PAR	S		VM/DS																																				PAR																		
421	422	presens	PRÉSENT	PRÉSENT	NOMcom		VM/DS					PRÉSENT																		PRÉSENT																															
422	423	0	0	0	PONfbl		VM/DS																					0																																	
423	424	ne	NE	NE	CONcoo		VM/DS							NE																												NE																			
424	425	par	PAR	PAR	S		VM/DS																																				PAR																		
425	426	pleurs	PLEUR	PLEUR	NOMcom		VM/DS																							PLEUR																															
426	427	0	0	0	PONfbl		VM/DS																					0																																	
427	428	qu'	QUE	QUE	PROrel		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
428	429	ay	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
429	430	sceu	SAVOIR	SAVOIR	PAGe		VM/DS																												SAVOIR																										
430	431	rendre	RENDRE	RENDRE	Vvn		VM/DS																																														RENDRE								
431	432	0	0	0	PONfbl		VM/DS																					0																																	
432	433	Onc	ONC	ONC	R		VM/DS																																			ONC																			
433	434	n'	NE	NE	R		VM/DS																																			NE																			
434	435	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
435	436	voulu	VOULOIR	VOULOIR	PAGe		VM/DS																												VOULOIR																										
436	437	(	(	(	PONfbl		VM/DS																			(		(																																	
437	438	ô	Ô	Ô	INT		VM/DS																						Ô																																
438	439	Dieux	DIEU	DIEU	NOMcom		VM/DS																							DIEU																															
439	440	piteux	PITEUX	PITEUX	Aq		VM/DS					PITEUX																																																	
440	441	)	)	)	PONfbl		VM/DS																			)		)																																	
441	442	entendre	ENTENDRE	ENTENDRE	Vvn		VM/DS																																														ENTENDRE								
442	443	A	À	À	S		VM/DS																																				À																		
443	444	me	LE	LE	PROper		VM/DS																															LE																							
444	445	donner	DONNER	DONNER	Vvn		VM/DS																																														DONNER								
445	446	tant	TANT	TANT	R		VM/DS																																			TANT																			
446	447	soit	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE		SAVOIR									
447	448	peu	PEU	PEU	R		VM/DS																																			PEU																			
448	449	d'	DE	DE	S		VM/DS												DE	UN	DU																						DE																		
449	450	esperance	ESPÉRANCE	ESPÉRANCE	NOMcom		VM/DS																							ESPÉRANCE																															
450	451	D'	DE	DE	S		VM/DS												DE	UN	DU																						DE																		
451	452	avoir	AVOIR	AVOIR	Vun		VM/DS																																										AVOIR	AVOIR	AVOIR										
452	453	un	UN	UN	DETind		VM/DS												UN	UN																																									
453	454	jour	JOUR	JOUR	NOMcom		VM/DS																							JOUR																															
454	455	de	DE	DE	S		VM/DS													UN	DU																						DE																		
455	456	mes	SON	SON	DETpos		VM/DS																SON																																						
456	457	maux	MAL	MAL	NOMcom		VM/DS																							MAL																															
457	458	allegeance	ALLÉGEANCE	ALLÉGEANCE	NOMcom		VM/DS																							ALLÉGEANCE																															
458	459	:	:	:	PONfbl		VM/DS																					:																																	
459	460	Parquoy	PARQUOI	PARQUOI	R		VM/DS																																			PARQUOI										PARQUER									
460	461	ma	SON	SON	DETpos		VM/DS																SON																																						
461	462	vie	VIE	VIE	NOMcom		VM/DS																							VIE																															
462	463	est	ÊTRE	ÊTRE	Vuc		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
463	464	de	DE	DE	S		VM/DS													UN	DU																						DE																		
464	465	moy	LE	LE	PROper		VM/DS																															LE																							
465	466	tant	TANT	TANT	R		VM/DS																																			TANT																			
466	467	haye	HAIE	HAIE	NOMcom		VM/DS																							HAIE																															
467	468	.	.	.	PONfrt		VM/DS																				.																																		
468	469	O	Ô	Ô	INT		VM/DS																						Ô																																
469	470	vous	IL	IL	PROper		VM/DS																															IL																							
470	471	heureux	HEUREUX	HEUREUX	NOMcom		VM/DS					HEUREUX																		HEUREUX																															
471	472	0	0	0	PONfbl		VM/DS																					0																																	
472	473	Pastoureaux	PASTOUREAU	PASTOUREAU	NOMcom		VM/DS																							PASTOUREAU																															
